Date,Commodity,Location,Daily Price,Unit,Sowing Date,Harvest Date,Production (Tons),Rainfall (mm),Max Temp,Min Temp,Humidity (%),Extreme Event,Festival/Holiday,Commodity Relevance,Sentiment Score,Key Event
2020-05-06,onion,Delhi,16.99,kg,2015-02-28,2015-09-11,49093.54,11.55,39.29,24.24,56.57,Drought,Diwali,gram,Positive,Crop Failure
2021-10-17,urad,Mumbai,59.6,kg,2015-03-31,2015-09-11,1174.38,10.14,35.52,22.11,59.11,None,Diwali,gram,Neutral,Crop Failure
2015-09-17,gram,Bangalore,21.11,quintal,2015-03-07,2015-11-23,10215.48,127.37,30.0,16.92,60.06,None,Diwali,masur,Positive,Crop Failure
2016-10-31,gram,Mumbai,48.68,quintal,2015-05-08,2015-10-02,20207.63,128.87,43.53,12.36,55.86,Flood,Holi,tur,Negative,None
2021-09-14,urad,Delhi,67.96,quintal,2015-06-24,2015-09-13,40279.46,281.46,41.07,10.32,75.95,Flood,Onam,masur,Negative,Import Ban
2015-04-27,onion,Bangalore,101.52,quintal,2015-02-08,2015-11-10,2785.48,298.81,34.06,13.21,68.56,Flood,Onam,potato,Neutral,Import Ban
2021-08-10,potato,Kolkata,119.75,kg,2015-06-01,2015-11-02,27576.79,49.11,41.24,22.68,86.61,Flood,Holi,urad,Negative,Crop Failure
2019-03-30,moong,Delhi,153.06,kg,2015-06-24,2015-12-05,35705.5,5.99,39.62,19.19,36.95,None,Christmas,gram,Negative,Government Policy
2015-12-17,onion,Kolkata,182.0,kg,2015-04-17,2015-12-12,29605.52,138.97,30.06,16.16,79.54,Drought,Holi,moong,Neutral,Government Policy
2023-02-22,tur,Chennai,160.2,kg,2015-03-21,2015-12-03,26800.91,36.97,43.02,23.15,64.12,Drought,Christmas,masur,Positive,Crop Failure
2021-06-21,moong,Bangalore,79.06,kg,2015-01-17,2015-08-28,15630.84,167.32,25.12,24.06,36.41,Flood,Christmas,masur,Negative,Government Policy
2015-06-12,tur,Kolkata,45.36,kg,2015-05-02,2015-07-21,30960.94,106.01,34.07,14.4,83.62,Drought,Diwali,masur,Neutral,Crop Failure
2019-09-09,urad,Bangalore,69.38,kg,2015-03-17,2015-07-27,26814.78,233.58,35.3,13.75,37.6,None,Eid,urad,Negative,None
2023-08-21,onion,Bangalore,30.02,kg,2015-01-30,2015-10-02,49389.85,260.25,39.33,18.58,78.67,None,Eid,gram,Negative,None
2018-03-11,moong,Kolkata,96.1,kg,2015-03-12,2015-11-06,20364.36,19.22,29.68,19.03,80.14,Drought,Diwali,potato,Positive,Crop Failure
2023-07-06,tur,Kolkata,99.23,quintal,2015-06-16,2015-08-28,37520.8,208.0,35.51,23.02,53.18,None,Christmas,urad,Negative,Government Policy
2021-08-31,onion,Kolkata,77.94,quintal,2015-03-02,2015-11-13,46716.7,45.42,38.03,13.35,74.87,Flood,Christmas,masur,Neutral,Crop Failure
2021-11-09,urad,Delhi,146.42,kg,2015-05-30,2015-09-24,25276.58,20.5,31.54,20.31,53.65,Flood,Onam,potato,Negative,None
2019-05-13,tur,Mumbai,90.73,kg,2015-01-20,2015-11-18,14627.48,60.48,44.18,15.51,75.13,None,Holi,urad,Neutral,Crop Failure
2015-05-16,urad,Kolkata,33.78,quintal,2015-01-12,2015-08-08,19059.84,202.12,38.6,21.05,47.22,None,Christmas,onion,Neutral,Import Ban
2016-07-22,moong,Chennai,102.7,quintal,2015-04-22,2015-08-07,26084.24,188.9,43.84,16.39,41.3,Flood,Diwali,tur,Negative,Crop Failure
2020-11-09,urad,Chennai,78.68,kg,2015-03-12,2015-11-23,34056.52,84.53,37.6,23.45,31.64,Flood,Eid,potato,Positive,Government Policy
2021-09-02,onion,Kolkata,37.6,quintal,2015-02-25,2015-09-16,20701.71,27.15,37.74,23.5,45.64,Flood,Holi,masur,Positive,Import Ban
2019-04-29,moong,Delhi,27.76,quintal,2015-05-01,2015-09-17,21478.07,291.97,42.04,13.86,65.72,Flood,Christmas,potato,Neutral,None
2017-04-01,masur,Bangalore,48.24,quintal,2015-06-05,2015-07-14,21544.59,37.52,25.89,14.03,62.06,None,Eid,gram,Negative,Crop Failure
2022-02-20,urad,Bangalore,18.6,kg,2015-05-17,2015-11-05,23155.88,271.25,41.68,19.29,56.15,Drought,Christmas,tur,Neutral,None
2016-04-04,gram,Bangalore,43.81,kg,2015-01-26,2015-12-07,7941.85,170.92,28.17,19.76,89.01,None,Eid,potato,Positive,Import Ban
2022-08-27,gram,Kolkata,16.03,quintal,2015-04-28,2015-07-10,47562.47,158.34,33.1,24.29,75.35,Flood,Eid,urad,Negative,None
2021-11-20,onion,Chennai,47.57,kg,2015-02-18,2015-09-14,36877.0,186.01,44.47,15.78,35.3,Drought,Christmas,moong,Negative,Import Ban
2017-06-23,urad,Bangalore,80.68,quintal,2015-02-05,2015-08-04,17362.06,135.69,33.31,12.41,88.3,Flood,Eid,tur,Positive,Government Policy
2015-08-27,urad,Kolkata,44.68,quintal,2015-02-04,2015-07-25,4145.4,42.04,29.81,19.86,48.11,Drought,Christmas,moong,Neutral,None
2017-08-10,moong,Chennai,146.78,quintal,2015-01-24,2015-09-13,34313.9,242.48,33.5,20.7,83.18,None,Diwali,urad,Neutral,None
2015-11-25,urad,Bangalore,40.24,kg,2015-03-19,2015-07-16,48893.84,195.74,38.85,22.53,45.9,None,Diwali,gram,Negative,Crop Failure
2015-11-01,moong,Bangalore,29.03,kg,2015-04-13,2015-07-06,33624.24,25.95,37.26,24.11,77.22,Flood,Holi,potato,Neutral,Crop Failure
2020-02-18,moong,Chennai,14.19,quintal,2015-03-25,2015-10-01,42727.25,223.79,29.44,17.26,46.51,Drought,Eid,moong,Negative,None
2020-07-05,masur,Mumbai,120.32,kg,2015-01-08,2015-09-13,1405.26,260.37,34.38,16.85,77.82,None,Christmas,tur,Negative,Crop Failure
2021-01-24,potato,Kolkata,83.66,kg,2015-01-20,2015-12-21,8604.23,249.06,39.63,20.58,79.09,None,Onam,potato,Negative,Import Ban
2016-08-18,potato,Bangalore,84.01,quintal,2015-01-26,2015-12-30,14259.17,54.68,37.28,13.75,53.4,Drought,Christmas,onion,Neutral,None
2015-05-24,gram,Mumbai,74.93,kg,2015-04-19,2015-10-28,47119.66,133.96,35.4,19.75,54.88,None,Christmas,urad,Negative,Government Policy
2021-09-25,onion,Delhi,147.35,quintal,2015-02-25,2015-11-27,41310.93,94.84,44.03,19.39,82.71,None,Eid,masur,Neutral,Government Policy
2021-01-31,tur,Bangalore,22.31,quintal,2015-02-08,2015-12-24,15008.46,13.17,30.36,21.33,53.48,Flood,Onam,onion,Neutral,None
2015-10-07,tur,Kolkata,36.36,quintal,2015-03-14,2015-09-25,45687.65,1.01,40.75,22.69,36.58,None,Eid,moong,Neutral,Crop Failure
2023-05-28,urad,Delhi,148.24,quintal,2015-01-26,2015-12-16,40705.95,259.71,39.03,14.91,72.45,Flood,Eid,gram,Neutral,Crop Failure
2017-03-04,potato,Delhi,190.39,kg,2015-06-09,2015-10-20,27535.65,251.83,27.59,20.75,42.53,Drought,Diwali,moong,Neutral,None
2019-05-26,urad,Mumbai,198.03,kg,2015-03-12,2015-10-21,41467.6,177.21,32.8,18.84,38.84,Flood,Eid,tur,Positive,None
2019-02-17,masur,Kolkata,114.37,kg,2015-06-03,2015-09-13,19064.83,257.79,32.5,15.12,64.19,Drought,Christmas,tur,Neutral,Crop Failure
2023-06-11,masur,Delhi,140.61,kg,2015-04-09,2015-09-14,19860.21,262.46,42.88,20.44,53.63,Flood,Diwali,urad,Positive,Import Ban
2019-03-04,gram,Mumbai,32.07,quintal,2015-01-27,2015-11-11,49423.68,261.51,32.77,23.22,59.44,Flood,Christmas,onion,Positive,Government Policy
2017-08-03,gram,Mumbai,94.97,quintal,2015-01-07,2015-11-18,40775.07,181.78,36.66,18.41,66.07,Drought,Onam,tur,Negative,Import Ban
2018-08-23,tur,Chennai,120.78,kg,2015-01-04,2015-08-21,43513.84,231.94,35.56,14.13,36.3,Drought,Diwali,gram,Neutral,Crop Failure
2019-12-25,onion,Mumbai,23.42,kg,2015-05-27,2015-10-26,1566.26,134.71,43.78,21.79,77.15,None,Onam,urad,Positive,Crop Failure
2015-06-30,onion,Mumbai,152.64,quintal,2015-01-15,2015-09-06,45816.01,169.01,41.0,23.22,80.05,None,Holi,potato,Negative,None
2022-06-22,potato,Mumbai,12.84,quintal,2015-03-23,2015-12-21,24654.2,108.5,32.05,19.92,83.65,Drought,Holi,potato,Negative,Government Policy
2023-01-23,potato,Kolkata,59.57,quintal,2015-03-03,2015-12-26,37475.71,171.85,42.1,14.59,50.48,Drought,Onam,gram,Positive,Crop Failure
2017-06-09,potato,Bangalore,174.76,quintal,2015-06-21,2015-08-08,5052.18,233.47,42.88,12.67,84.51,None,Onam,moong,Neutral,None
2016-12-30,onion,Mumbai,176.53,kg,2015-02-26,2015-09-08,48840.32,225.01,27.38,23.88,80.39,Drought,Diwali,masur,Neutral,Crop Failure
2022-11-23,potato,Chennai,66.69,quintal,2015-03-03,2015-11-24,21769.83,95.33,28.33,11.07,75.71,None,Diwali,potato,Neutral,Government Policy
2017-03-27,tur,Chennai,104.62,quintal,2015-06-09,2015-10-03,31219.65,108.39,32.41,18.84,68.42,Flood,Christmas,onion,Negative,Government Policy
2016-02-10,potato,Mumbai,84.66,kg,2015-04-03,2015-12-11,4407.37,268.46,33.79,17.77,36.98,Flood,Christmas,potato,Negative,None
2015-06-12,masur,Mumbai,192.56,kg,2015-05-10,2016-01-01,29076.86,73.27,26.16,13.46,79.87,Drought,Onam,urad,Neutral,Crop Failure
2022-04-07,potato,Chennai,151.73,kg,2015-05-17,2015-12-26,1776.87,291.56,27.24,15.64,48.82,Flood,Onam,tur,Positive,Import Ban
2023-01-27,tur,Bangalore,60.51,quintal,2015-02-04,2015-12-19,41472.16,29.9,41.44,17.97,42.1,None,Eid,tur,Negative,Government Policy
2018-04-15,onion,Kolkata,110.66,kg,2015-01-04,2015-12-09,29423.86,136.25,26.01,19.06,30.45,None,Diwali,potato,Positive,None
2016-07-11,tur,Mumbai,175.63,kg,2015-06-06,2015-09-16,27144.9,257.15,35.1,15.93,82.25,Flood,Holi,tur,Negative,Crop Failure
2016-02-29,gram,Delhi,176.06,kg,2015-03-14,2015-10-26,21380.38,193.2,43.87,16.25,84.22,Drought,Holi,masur,Negative,Crop Failure
2016-05-22,potato,Mumbai,135.89,quintal,2015-04-08,2015-08-28,31421.85,29.98,37.88,19.86,41.82,Flood,Diwali,potato,Positive,None
2019-06-24,tur,Mumbai,165.02,kg,2015-05-17,2015-11-20,40061.03,269.21,25.02,11.51,65.0,Drought,Eid,potato,Neutral,Crop Failure
2020-03-05,moong,Chennai,175.83,kg,2015-02-19,2015-09-26,24891.32,243.87,32.05,19.82,64.3,None,Eid,gram,Negative,Import Ban
2019-03-23,urad,Bangalore,90.63,kg,2015-05-10,2015-10-22,23264.39,237.08,33.42,12.16,39.76,Drought,Onam,masur,Negative,Government Policy
2018-10-13,gram,Bangalore,79.31,kg,2015-02-16,2015-07-27,21869.92,82.0,26.65,22.98,41.75,Drought,Christmas,urad,Neutral,Crop Failure
2017-01-13,moong,Mumbai,129.6,kg,2015-04-11,2015-08-13,21005.82,157.2,37.65,12.95,55.99,Flood,Diwali,tur,Negative,Import Ban
2018-10-21,onion,Bangalore,189.89,kg,2015-04-08,2015-08-18,31525.98,72.42,38.59,21.93,42.91,Drought,Holi,onion,Negative,Crop Failure
2018-05-23,tur,Kolkata,22.01,quintal,2015-06-24,2015-12-18,33131.07,171.25,29.24,24.98,78.89,None,Diwali,tur,Neutral,None
2023-03-23,potato,Mumbai,155.39,kg,2015-06-07,2015-12-09,46221.5,109.75,40.61,15.08,39.6,Flood,Holi,tur,Positive,Crop Failure
2019-01-28,moong,Chennai,155.15,kg,2015-06-03,2015-08-02,32083.34,189.19,26.78,20.17,67.88,Drought,Holi,masur,Neutral,Import Ban
2017-07-24,potato,Bangalore,36.95,kg,2015-03-06,2015-08-22,48072.82,105.73,27.74,17.62,41.9,Drought,Onam,potato,Negative,Government Policy
2017-02-08,masur,Mumbai,157.01,kg,2015-05-02,2015-12-13,8524.53,63.73,30.9,22.24,87.08,Drought,Holi,tur,Neutral,None
2016-07-05,masur,Chennai,119.46,kg,2015-05-01,2015-11-28,10059.3,284.66,41.69,11.05,62.48,None,Diwali,masur,Neutral,Government Policy
2016-08-18,urad,Kolkata,149.48,kg,2015-02-11,2015-10-07,34177.83,206.9,36.8,20.39,76.35,None,Onam,urad,Positive,Import Ban
2021-04-04,moong,Kolkata,65.72,quintal,2015-03-30,2015-09-13,48257.8,248.23,29.91,19.05,75.46,None,Holi,moong,Neutral,None
2020-08-04,urad,Bangalore,29.07,kg,2015-06-01,2015-11-08,45922.47,94.25,42.75,18.78,67.59,Drought,Diwali,gram,Negative,Government Policy
2021-02-17,onion,Delhi,119.95,quintal,2015-06-11,2015-09-08,7346.19,224.94,44.97,16.6,76.39,Flood,Holi,onion,Positive,Crop Failure
2017-06-08,gram,Mumbai,126.35,quintal,2015-03-31,2015-11-24,21976.1,235.27,34.94,20.46,83.53,Flood,Diwali,masur,Positive,Crop Failure
2016-08-11,tur,Mumbai,60.71,quintal,2015-06-15,2015-10-20,16925.47,54.47,27.27,15.32,76.86,Flood,Onam,moong,Positive,Government Policy
2018-03-14,masur,Bangalore,151.06,quintal,2015-04-19,2015-07-27,42887.75,218.44,25.78,22.16,59.77,Flood,Eid,moong,Neutral,None
2023-05-21,moong,Kolkata,57.67,kg,2015-05-10,2015-12-21,22195.51,47.31,42.56,16.78,76.76,None,Diwali,potato,Negative,Import Ban
2023-06-20,masur,Mumbai,35.15,quintal,2015-05-16,2015-12-25,7704.61,292.24,36.37,14.41,61.78,Drought,Diwali,tur,Neutral,None
2016-01-22,masur,Bangalore,179.2,quintal,2015-03-22,2015-07-23,2241.71,107.23,27.94,19.65,88.53,Flood,Diwali,potato,Neutral,None
2022-05-21,tur,Delhi,126.95,kg,2015-06-20,2015-11-26,13596.07,85.57,28.13,11.2,40.89,Flood,Christmas,potato,Negative,Government Policy
2019-01-30,onion,Bangalore,54.65,quintal,2015-05-01,2015-09-23,13052.7,143.3,43.3,18.04,44.42,Drought,Holi,gram,Positive,Government Policy
2019-06-06,urad,Delhi,115.4,quintal,2015-02-23,2015-07-01,42214.11,214.61,36.98,12.34,62.38,Flood,Onam,tur,Negative,Government Policy
2020-08-04,onion,Chennai,133.18,kg,2015-03-01,2015-10-28,9439.08,68.96,44.95,12.98,78.65,None,Diwali,tur,Positive,Crop Failure
2015-01-29,tur,Mumbai,94.89,kg,2015-06-13,2015-10-29,48497.41,83.42,36.43,20.82,44.05,Flood,Christmas,onion,Positive,Import Ban
2021-08-14,gram,Chennai,102.73,quintal,2015-04-17,2015-11-18,22855.22,299.38,40.26,14.39,50.17,Flood,Onam,urad,Positive,Government Policy
2019-12-04,onion,Chennai,193.07,kg,2015-04-30,2015-12-08,21913.11,175.05,27.64,20.55,87.19,None,Onam,potato,Negative,Import Ban
2018-10-30,potato,Delhi,165.05,kg,2015-02-02,2015-10-19,14748.4,170.17,29.88,12.47,75.46,None,Eid,gram,Neutral,None
2018-06-01,potato,Kolkata,164.76,kg,2015-01-29,2015-07-27,26311.28,16.79,32.55,10.5,72.32,Flood,Christmas,gram,Positive,None
2022-05-18,moong,Delhi,126.3,kg,2015-01-23,2015-12-01,20085.99,280.1,26.59,19.28,49.98,Drought,Eid,urad,Positive,None
2016-06-05,moong,Mumbai,174.8,quintal,2015-04-01,2015-07-26,30880.62,227.87,33.15,20.62,61.07,None,Holi,urad,Negative,Crop Failure
2022-08-03,potato,Mumbai,38.61,quintal,2015-01-03,2015-12-21,43878.88,289.0,41.71,18.86,43.71,Drought,Christmas,masur,Neutral,Import Ban
2020-06-19,masur,Bangalore,194.17,quintal,2015-04-18,2015-07-02,15747.35,60.54,36.95,14.37,76.97,None,Onam,onion,Positive,Government Policy
2021-03-23,moong,Kolkata,55.52,kg,2015-03-05,2015-10-10,29086.38,235.1,27.63,23.27,56.73,Flood,Eid,masur,Neutral,None
2021-06-27,potato,Bangalore,53.07,kg,2015-03-10,2015-08-16,34364.68,234.15,29.29,10.38,53.45,Flood,Eid,gram,Neutral,Government Policy
2016-01-21,moong,Kolkata,27.88,kg,2015-02-14,2015-11-07,34513.21,220.66,34.21,22.33,72.3,Drought,Holi,tur,Negative,Government Policy
2017-02-13,potato,Bangalore,37.31,kg,2015-02-10,2015-09-28,45080.76,79.52,44.12,13.07,42.15,None,Christmas,tur,Negative,Crop Failure
2021-02-28,urad,Delhi,137.64,kg,2015-03-04,2015-09-17,10381.4,118.38,43.67,16.36,56.43,None,Christmas,masur,Negative,Crop Failure
2017-01-16,masur,Chennai,144.13,kg,2015-04-25,2015-08-19,48406.3,273.45,35.54,10.07,59.22,Drought,Diwali,potato,Neutral,Crop Failure
2016-12-06,masur,Bangalore,159.08,kg,2015-01-22,2015-12-08,29615.1,232.11,34.54,21.54,39.04,None,Eid,moong,Neutral,Government Policy
2015-03-02,masur,Chennai,14.72,quintal,2015-01-20,2015-11-21,25312.63,174.64,26.57,19.67,38.02,Flood,Holi,urad,Neutral,None
2018-10-10,urad,Kolkata,84.92,kg,2015-01-18,2015-07-14,48322.3,80.3,36.08,16.99,31.77,None,Onam,moong,Neutral,Import Ban
2018-11-22,moong,Bangalore,144.23,quintal,2015-06-17,2015-08-02,40532.47,159.35,36.75,23.85,78.08,Drought,Diwali,urad,Positive,Government Policy
2021-12-28,urad,Chennai,171.62,quintal,2015-02-16,2015-12-05,32816.73,3.86,36.66,16.21,54.65,Flood,Onam,moong,Positive,Import Ban
2015-12-04,moong,Delhi,85.15,quintal,2015-05-17,2015-09-24,3594.64,156.37,28.26,14.65,43.91,Flood,Diwali,tur,Negative,Government Policy
2021-10-20,onion,Mumbai,28.09,kg,2015-06-23,2015-11-04,21584.43,25.19,43.89,24.0,67.81,Drought,Onam,moong,Negative,Government Policy
2023-03-29,onion,Delhi,121.45,kg,2015-01-06,2015-09-03,48134.83,205.91,31.85,18.15,55.47,None,Onam,potato,Positive,None
2021-01-12,moong,Bangalore,92.0,kg,2015-05-23,2015-12-07,4979.1,91.28,30.96,21.98,39.69,Drought,Onam,potato,Neutral,Government Policy
2019-08-21,masur,Delhi,56.29,quintal,2015-06-11,2015-09-21,16592.98,242.78,44.42,14.03,86.19,Flood,Holi,urad,Neutral,Crop Failure
2019-03-22,moong,Bangalore,154.37,kg,2015-06-11,2015-07-23,25298.16,251.27,41.14,14.25,39.49,None,Eid,gram,Positive,Crop Failure
2017-08-26,onion,Bangalore,167.58,quintal,2015-03-10,2015-10-25,9661.74,249.89,43.48,24.03,40.07,Flood,Christmas,potato,Neutral,None
2022-03-22,onion,Kolkata,175.11,quintal,2015-03-16,2015-11-27,18023.74,72.1,26.05,21.76,51.83,Drought,Christmas,potato,Negative,Crop Failure
2015-05-12,onion,Bangalore,68.02,quintal,2015-06-03,2015-12-21,49555.84,270.45,34.13,22.2,86.65,None,Diwali,masur,Neutral,Crop Failure
2015-09-04,masur,Mumbai,126.93,quintal,2015-04-01,2015-08-03,11559.64,97.12,40.1,19.2,38.43,None,Eid,onion,Negative,None
2016-06-14,masur,Bangalore,122.17,kg,2015-04-16,2015-08-15,19413.7,112.33,29.18,14.77,57.3,None,Christmas,onion,Neutral,Import Ban
2016-02-09,masur,Bangalore,32.72,kg,2015-04-04,2015-10-18,21548.24,171.28,44.47,17.71,78.8,Flood,Christmas,gram,Negative,Import Ban
2022-09-30,moong,Chennai,67.06,quintal,2015-03-30,2015-10-05,45036.03,101.96,43.26,21.9,30.27,Drought,Eid,onion,Negative,None
2016-08-22,moong,Bangalore,170.38,kg,2015-01-08,2015-10-18,45605.1,98.03,28.31,16.78,47.75,Flood,Diwali,potato,Neutral,Government Policy
2019-04-04,tur,Mumbai,105.95,quintal,2015-05-26,2015-10-30,4720.13,226.48,29.3,21.1,84.83,Flood,Eid,potato,Positive,Crop Failure
2018-07-22,moong,Chennai,135.34,kg,2015-01-18,2015-07-22,40493.01,83.22,35.0,22.23,84.47,Flood,Christmas,onion,Negative,None
2017-04-08,potato,Kolkata,86.2,quintal,2015-01-17,2015-09-16,40394.11,74.17,29.56,19.05,30.35,Drought,Diwali,potato,Neutral,Import Ban
2016-12-15,tur,Delhi,72.68,quintal,2015-06-07,2015-11-30,21972.24,66.01,36.44,24.74,87.09,Flood,Christmas,gram,Neutral,Import Ban
2017-04-29,gram,Chennai,198.27,quintal,2015-06-27,2015-10-07,4602.36,235.02,44.33,16.86,53.13,Drought,Holi,tur,Positive,None
2015-11-20,potato,Chennai,157.39,quintal,2015-06-20,2015-10-29,24693.3,233.68,29.1,17.43,56.09,Drought,Diwali,potato,Negative,Crop Failure
2020-04-06,onion,Bangalore,21.86,kg,2015-02-08,2015-09-10,48486.21,90.26,32.16,15.74,33.86,Drought,Onam,onion,Negative,None
2015-05-20,tur,Bangalore,77.02,quintal,2015-04-26,2015-10-01,12126.53,185.83,35.88,11.44,40.16,None,Diwali,onion,Positive,Government Policy
2020-02-09,moong,Mumbai,70.54,quintal,2015-03-19,2015-07-11,36492.63,6.23,38.33,10.84,82.37,Flood,Diwali,onion,Positive,None
2018-02-08,gram,Kolkata,119.68,kg,2015-05-09,2015-11-18,22872.81,77.5,41.83,11.18,83.9,Flood,Eid,onion,Negative,Government Policy
2016-06-26,masur,Bangalore,199.41,quintal,2015-05-26,2015-10-18,20434.15,77.53,27.9,11.85,56.55,Flood,Onam,potato,Negative,Import Ban
2015-11-21,masur,Bangalore,131.54,quintal,2015-01-29,2015-12-23,12485.68,266.36,39.4,15.86,33.28,Drought,Diwali,onion,Positive,Government Policy
2015-08-12,gram,Chennai,82.31,kg,2015-03-26,2015-08-27,31212.5,81.13,40.67,23.2,80.24,None,Holi,urad,Neutral,None
2021-11-06,moong,Chennai,18.02,quintal,2015-04-18,2015-12-30,25112.29,148.71,25.79,18.59,83.08,Flood,Onam,tur,Positive,None
2020-06-11,tur,Mumbai,135.65,quintal,2015-05-10,2015-09-03,16164.65,61.2,41.98,14.94,63.86,None,Diwali,tur,Neutral,None
2022-12-18,moong,Kolkata,71.35,quintal,2015-01-12,2015-09-29,2816.98,253.64,42.48,10.21,56.08,Flood,Holi,moong,Neutral,None
2021-02-26,tur,Bangalore,118.65,quintal,2015-03-04,2015-12-03,17321.49,252.04,40.97,15.62,50.15,None,Eid,gram,Positive,None
2017-02-06,urad,Delhi,19.84,kg,2015-04-11,2015-11-17,11664.11,195.44,28.65,10.94,31.71,Drought,Eid,urad,Neutral,Import Ban
2015-01-03,potato,Kolkata,155.29,quintal,2015-06-25,2015-07-31,42213.95,42.37,26.63,18.19,47.4,Flood,Eid,moong,Neutral,Import Ban
2020-03-12,urad,Chennai,85.65,kg,2015-06-08,2015-10-17,43997.07,224.38,38.33,14.39,54.34,None,Christmas,potato,Neutral,Crop Failure
2015-09-27,masur,Kolkata,121.28,quintal,2015-01-20,2015-07-21,37623.48,271.24,25.2,22.4,67.58,Drought,Onam,moong,Negative,None
2019-02-02,moong,Mumbai,45.07,kg,2015-01-01,2015-10-24,25458.98,27.25,25.83,11.1,55.5,None,Diwali,moong,Neutral,None
2018-06-26,gram,Kolkata,93.28,quintal,2015-04-04,2015-08-22,48297.3,233.51,40.64,24.33,55.76,Flood,Holi,urad,Neutral,None
2020-12-20,tur,Chennai,40.62,quintal,2015-05-06,2015-10-08,6643.12,198.59,38.72,10.3,51.59,None,Diwali,urad,Neutral,Government Policy
2015-10-14,urad,Mumbai,83.06,quintal,2015-02-12,2015-11-17,48158.9,150.09,27.8,12.01,55.02,None,Eid,urad,Negative,Government Policy
2015-06-22,urad,Kolkata,195.15,quintal,2015-06-25,2015-09-14,21705.72,151.67,41.54,10.24,39.16,Flood,Eid,urad,Positive,Crop Failure
2016-06-17,onion,Mumbai,149.52,quintal,2015-01-02,2015-12-29,2512.64,262.71,29.03,20.38,38.51,Drought,Holi,moong,Negative,Crop Failure
2021-08-12,urad,Mumbai,48.86,quintal,2015-04-18,2015-08-20,49555.33,78.01,38.42,22.79,74.07,None,Eid,urad,Neutral,None
2017-10-22,urad,Chennai,36.24,quintal,2015-01-19,2015-08-01,48969.42,119.69,27.48,14.95,37.12,Drought,Eid,gram,Negative,None
2016-12-07,onion,Kolkata,126.73,kg,2015-04-07,2015-08-29,11474.71,136.5,42.19,19.22,60.33,Flood,Eid,onion,Neutral,Crop Failure
2022-01-08,tur,Delhi,34.03,quintal,2015-06-16,2015-10-28,40869.41,175.12,26.83,20.85,30.75,None,Onam,gram,Neutral,Crop Failure
2022-04-16,masur,Mumbai,45.94,quintal,2015-02-26,2015-07-24,44811.72,236.05,41.37,14.18,68.24,None,Eid,urad,Positive,Government Policy
2022-01-13,urad,Kolkata,157.36,quintal,2015-06-01,2015-07-25,39158.06,68.89,43.46,21.4,45.08,None,Holi,onion,Negative,Crop Failure
2021-07-06,masur,Delhi,147.49,kg,2015-01-07,2015-09-02,28054.85,20.35,32.85,12.85,59.04,Flood,Holi,gram,Negative,Import Ban
2015-06-12,urad,Mumbai,57.73,kg,2015-03-18,2015-07-20,20617.47,69.56,40.23,14.8,63.06,Flood,Eid,masur,Positive,Import Ban
2016-02-12,potato,Chennai,91.28,kg,2015-02-20,2015-11-14,48678.74,126.85,37.4,10.54,84.82,Drought,Onam,masur,Neutral,Government Policy
2017-05-09,tur,Mumbai,39.28,kg,2015-01-02,2015-08-09,7015.76,111.55,44.23,15.61,87.5,Drought,Eid,tur,Neutral,Government Policy
2015-12-23,masur,Delhi,167.98,quintal,2015-04-16,2015-11-01,37591.25,138.89,33.2,12.81,48.05,None,Holi,masur,Negative,Crop Failure
2017-01-28,gram,Bangalore,27.43,kg,2015-04-11,2015-09-23,2236.19,126.13,26.61,13.4,83.06,None,Diwali,urad,Neutral,None
2018-11-18,potato,Chennai,13.92,quintal,2015-04-10,2015-07-06,14627.02,196.14,42.77,18.95,50.98,Flood,Onam,tur,Neutral,Government Policy
2017-08-24,tur,Kolkata,80.33,kg,2015-02-16,2015-10-04,24481.56,282.82,31.53,19.08,56.71,Drought,Holi,onion,Positive,None
2019-01-09,gram,Bangalore,169.43,kg,2015-03-01,2015-07-09,22415.22,8.18,31.41,15.37,76.83,Flood,Onam,tur,Neutral,None
2018-01-15,onion,Delhi,108.7,kg,2015-02-12,2015-11-07,11612.51,199.19,37.21,21.35,88.68,Drought,Eid,tur,Positive,Import Ban
2017-10-16,potato,Kolkata,85.69,quintal,2015-02-05,2015-09-23,17996.17,79.82,26.51,22.12,62.86,Flood,Holi,gram,Positive,None
2016-02-09,gram,Chennai,158.2,kg,2015-05-13,2015-10-13,33296.38,224.45,35.96,14.63,57.14,Flood,Christmas,masur,Neutral,Import Ban
2015-12-24,potato,Kolkata,61.88,kg,2015-01-25,2015-11-19,34017.92,172.4,34.7,19.63,85.97,Drought,Christmas,urad,Positive,None
2022-10-28,onion,Mumbai,192.57,kg,2015-04-11,2015-07-05,32979.8,31.26,39.52,22.46,69.46,None,Diwali,gram,Negative,Government Policy
2018-04-10,onion,Delhi,156.11,quintal,2015-01-05,2015-11-19,44185.17,181.27,35.96,18.52,65.22,None,Christmas,tur,Neutral,Import Ban
2022-10-01,urad,Chennai,134.64,quintal,2015-03-01,2015-10-09,22349.58,41.34,30.74,22.69,51.25,Flood,Christmas,moong,Neutral,Import Ban
2021-02-08,gram,Chennai,78.22,quintal,2015-01-04,2015-07-09,29421.34,48.91,44.12,17.91,48.04,None,Eid,gram,Negative,Crop Failure
2020-11-29,potato,Chennai,197.31,quintal,2015-06-29,2015-08-23,45848.77,224.63,30.25,16.99,46.2,Drought,Holi,masur,Positive,None
